PDBID,Y,Y_mean,Y_var
7LMF,8.09691047668457,8.254314422607422,2.4876980781555176
7LOS,7.767004013061523,6.823006629943848,5.551628112792969
7LTN,7.221848964691162,5.835064888000488,4.004207611083984
7LTZ,5.896196365356445,6.260788440704346,4.446962356567383
7M8M,8.115771293640137,9.195959091186523,4.027666091918945
7M8P,9.61618423461914,9.328150749206543,4.101718902587891
7M91,7.970616340637207,8.474337577819824,5.039046287536621
7MU5,8.013228416442871,5.929347991943359,5.107457160949707
7N44,6.853871822357178,6.718562126159668,5.893181800842285
7N4S,6.7695512771606445,7.231240749359131,4.771993160247803
7NA2,6.92081880569458,7.388575553894043,5.73660945892334
7NA3,7.602059841156006,6.709695816040039,8.095158576965332
7NA4,7.376750946044922,6.7625837326049805,5.736294269561768
7OFK,7.552842140197754,7.985435485839844,3.9264421463012695
7OTY,7.187086582183838,5.37186336517334,3.945068836212158
7PRX,6.801342964172363,6.928974151611328,4.971817493438721
7QNE,5.92081880569458,6.033151626586914,1.7506587505340576
7QQ6,6.137868404388428,5.634159564971924,2.0124764442443848
7RJE,6.429457187652588,6.0580525398254395,4.946169376373291
7RN1,5.978810787200928,5.314901828765869,7.140164375305176
7S3K,6.431798458099365,5.136786460876465,5.096644878387451
7S3S,6.472370147705078,5.683191299438477,4.905664443969727
7SHV,6.946921348571777,5.6898698806762695,5.469413757324219
7SLV,6.7695512771606445,6.925799369812012,5.629112720489502
7SLX,6.863279342651367,6.2759904861450195,5.975389003753662
7SLY,7.208309173583984,5.858092784881592,5.944732666015625
7T6B,7.3565473556518555,7.8895745277404785,1.7594256401062012
7T6S,7.865504264831543,8.335693359375,2.5218899250030518
7TEK,8.12493896484375,6.576713562011719,4.205801963806152
7VSI,7.552842140197754,6.162829399108887,1.792931318283081
7VVP,6.296708583831787,8.604576110839844,2.6910529136657715
7X2C,9.039528846740723,7.6642165184021,5.918682098388672
7X2D,8.259636878967285,8.320244789123535,2.2961714267730713
7XR6,7.92081880569458,8.673335075378418,2.5827953815460205
7XTB,9.0,6.6995649337768555,2.666398048400879
7Y5T,8.160521507263184,7.891430854797363,2.579784631729126
7YGQ,8.229147911071777,6.244571685791016,4.078455924987793
8DD2,8.74472713470459,8.295790672302246,0.9633921980857849
8DD3,8.522878646850586,7.993046760559082,1.8962814807891846
8DOF,8.06854248046875,8.763907432556152,3.531740665435791
