PDBID,Y,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
5SFB,8.30980396270752,5.3551530838012695,5.844247817993164,5.229731559753418,6.212800979614258,6.2998046875,6.714897155761719,6.628631591796875,5.641773223876953,6.86353874206543,6.816784381866455
5SFD,7.980053424835205,4.984306335449219,6.1661882400512695,3.84086275100708,4.675810813903809,4.911873817443848,5.941187858581543,4.7714996337890625,3.8860111236572266,4.285025119781494,4.084259033203125
5SFF,5.686132907867432,5.616677284240723,5.297674179077148,4.828897476196289,5.803468227386475,6.023306846618652,5.8238725662231445,5.413016319274902,5.648065567016602,4.537877559661865,5.646363735198975
5SFH,7.970616340637207,6.841040134429932,8.262852668762207,6.498893737792969,8.648136138916016,8.63027286529541,8.415545463562012,7.605661392211914,7.80851411819458,6.65303897857666,9.111898422241211
5SFI,7.070580959320068,4.427163600921631,5.66544771194458,5.898530006408691,5.562493324279785,3.872790813446045,6.379807949066162,6.681767463684082,3.3868138790130615,4.872127056121826,4.9468092918396
5SFL,8.301030158996582,8.898677825927734,8.554903984069824,8.024221420288086,7.326667785644531,7.738990783691406,9.520371437072754,8.601308822631836,8.483572006225586,8.297080039978027,8.503061294555664
5SFN,8.698969841003418,9.034894943237305,7.839455604553223,8.018054962158203,8.146578788757324,7.2877607345581055,8.996366500854492,8.070597648620605,9.086527824401855,8.611754417419434,9.425020217895508
5SFS,9.0,9.574904441833496,7.506430625915527,8.987567901611328,7.616262912750244,9.17163372039795,9.804774284362793,8.760905265808105,8.18492317199707,7.5537519454956055,7.951657295227051
5SFT,7.501689434051514,7.885939121246338,8.300023078918457,7.473280429840088,7.3834919929504395,7.2367963790893555,7.472118854522705,8.079002380371094,7.528998851776123,7.355597496032715,7.716129302978516
5SFU,8.920818328857422,6.893442153930664,9.73505687713623,7.817742824554443,9.242973327636719,9.077723503112793,7.033306121826172,7.655698299407959,8.675711631774902,7.609358310699463,7.446491241455078
5SFW,7.728158473968506,6.353243827819824,7.288417339324951,6.701223850250244,7.627266883850098,9.108046531677246,8.13878059387207,8.13192367553711,7.650665283203125,7.77055549621582,7.468225002288818
5SG1,7.0565056800842285,7.047482490539551,7.6414079666137695,7.090676307678223,5.912600040435791,6.811221122741699,7.070024013519287,7.6445722579956055,7.903794288635254,6.835751056671143,8.354475021362305
5SG6,7.863279342651367,7.971234321594238,7.188807487487793,7.085751533508301,7.2089080810546875,8.08446979522705,6.7797980308532715,7.237781047821045,7.98591423034668,7.2353315353393555,6.363687515258789
5SG9,8.508638381958008,8.116215705871582,6.746761322021484,7.2631330490112305,7.141916751861572,7.283089637756348,7.576005935668945,7.370845794677734,7.806887626647949,6.632299423217773,7.574731349945068
5SGN,7.714442729949951,5.690601825714111,7.797403335571289,7.984942436218262,7.7373270988464355,8.494843482971191,7.216475486755371,6.365179061889648,8.868695259094238,6.588705539703369,8.31598949432373
5SGT,8.677781105041504,7.061781883239746,6.599035263061523,7.807790279388428,7.144665718078613,7.778602123260498,8.056583404541016,7.330658912658691,9.291295051574707,8.030879020690918,7.177831649780273
5SGX,8.346787452697754,7.760660171508789,8.555919647216797,7.438348770141602,7.297643184661865,6.92768669128418,7.963335990905762,6.440681457519531,6.998378753662109,8.789591789245605,6.576178550720215
5SH3,8.346787452697754,7.16801643371582,8.444716453552246,9.403578758239746,8.050687789916992,8.599211692810059,7.152499675750732,8.35214900970459,7.186017990112305,7.643017768859863,7.604914665222168
5SH9,8.537602424621582,7.0607123374938965,7.26749849319458,7.078707695007324,7.831729888916016,8.929259300231934,7.663168430328369,6.818506240844727,7.959810733795166,7.163268089294434,7.489480018615723
5SHA,8.09691047668457,5.8749098777771,5.648884296417236,5.841732025146484,6.046915054321289,6.970523834228516,5.57251501083374,5.586245059967041,4.979890823364258,6.422517776489258,6.1212310791015625
5SHD,7.79587984085083,7.6020379066467285,6.670787811279297,7.314931869506836,7.66086483001709,6.879307270050049,6.632166385650635,6.05769681930542,6.544507026672363,7.505090713500977,7.02509880065918
5SHT,9.327901840209961,9.022324562072754,8.332093238830566,9.532666206359863,8.78742504119873,8.079198837280273,9.150245666503906,8.404276847839355,9.023642539978027,8.323026657104492,7.825273036956787
5SIB,7.06048059463501,7.171640396118164,7.165688991546631,8.707085609436035,7.802231311798096,7.548757076263428,8.786258697509766,7.834870338439941,7.654245376586914,7.488576412200928,8.07099723815918
5SIJ,8.823908805847168,6.8703293800354,7.9515252113342285,6.953160285949707,8.550546646118164,8.514618873596191,8.43752384185791,8.283788681030273,8.075392723083496,6.955745220184326,7.543869972229004
5SJG,8.508638381958008,8.028615951538086,8.171384811401367,7.941311836242676,7.294310569763184,8.347987174987793,8.093097686767578,7.731667995452881,7.15225887298584,6.340414047241211,6.878177642822266
5SJL,6.539102077484131,8.18380069732666,7.239195823669434,8.274458885192871,7.735888481140137,7.916345596313477,6.0587639808654785,8.181577682495117,8.237438201904297,6.519040107727051,9.019719123840332
5SJS,4.225482940673828,4.3898115158081055,4.299683570861816,3.629530191421509,4.214949607849121,3.9043898582458496,3.596043109893799,3.6238603591918945,3.491420269012451,3.7622127532958984,1.433418869972229
5SKK,7.374070644378662,6.732134819030762,8.060290336608887,7.778615474700928,8.578265190124512,6.915328502655029,8.040151596069336,6.758535385131836,7.498464584350586,7.55305290222168,7.158745765686035
5SKV,8.239577293395996,9.704795837402344,7.780848026275635,7.734585762023926,7.856822967529297,9.655999183654785,6.519327163696289,7.827003479003906,8.583144187927246,8.508646965026855,7.055627822875977
6LR4,7.211760997772217,7.825331687927246,7.4783430099487305,7.888511657714844,7.276294708251953,7.607001304626465,7.4161882400512695,7.025782585144043,6.511303901672363,6.68092155456543,6.858367443084717
6M2B,8.57186508178711,7.822766304016113,7.765201568603516,7.616907119750977,6.811376094818115,7.585699081420898,7.153146266937256,8.027523040771484,7.102407455444336,7.777310371398926,7.667938709259033
6TRX,7.202870845794678,7.457244396209717,6.7633376121521,7.153768062591553,7.083046913146973,7.03756046295166,7.011532306671143,7.145438194274902,7.384729385375977,7.680346965789795,6.281412601470947
6VNE,7.428757190704346,7.9657721519470215,8.707770347595215,7.983304500579834,7.409129619598389,7.987271308898926,8.358564376831055,6.579428195953369,8.605307579040527,9.178144454956055,7.878090858459473
6WTN,8.026410102844238,7.551344871520996,8.438382148742676,8.512791633605957,7.7551589012146,7.555646896362305,7.859487533569336,9.367286682128906,8.457547187805176,6.641806602478027,8.66464900970459
6X0T,7.499626159667969,8.122413635253906,8.98098087310791,8.63929557800293,9.017356872558594,8.993534088134766,6.5759687423706055,9.609163284301758,10.104334831237793,7.257745742797852,8.223599433898926
6ZY5,8.30980396270752,7.323204040527344,7.823846340179443,8.956696510314941,8.053091049194336,8.57055377960205,8.536659240722656,8.194316864013672,7.646542072296143,8.658257484436035,7.991082191467285
7B91,7.534616947174072,8.261967658996582,7.124042510986328,9.641555786132812,7.8125319480896,6.639556407928467,7.754819869995117,8.3162841796875,7.5624775886535645,6.946362495422363,6.959712505340576
7CA8,7.972650527954102,8.14608097076416,8.850042343139648,7.744832515716553,8.182644844055176,8.046216011047363,8.329954147338867,8.252544403076172,7.705753326416016,8.05423355102539,8.373942375183105
7CKY,8.26280689239502,9.286499977111816,8.446537971496582,8.535826683044434,8.497092247009277,7.221628189086914,8.764866828918457,8.24748706817627,5.727948188781738,7.810047149658203,6.613885879516602
7CMU,7.562566757202148,7.4200439453125,6.996345520019531,7.810694694519043,8.197588920593262,8.151189804077148,8.146810531616211,7.355063438415527,7.698361396789551,7.971066951751709,7.871112823486328
7CMV,7.317854881286621,9.405624389648438,9.136680603027344,7.718447685241699,8.375033378601074,7.8454742431640625,8.826364517211914,8.682540893554688,7.091712951660156,7.259255886077881,8.8147554397583
7CX2,6.275723934173584,6.136956214904785,7.19380521774292,6.874392509460449,6.290018081665039,6.197874069213867,5.512674331665039,7.758352279663086,5.254769325256348,6.518387317657471,6.723801612854004
7DFL,7.408935546875,8.2496919631958,7.799355983734131,7.332700252532959,7.452997207641602,6.924058437347412,8.02424430847168,8.16061019897461,8.67994499206543,7.6132378578186035,6.84259557723999
7DMC,7.732828140258789,8.517614364624023,7.985145092010498,7.853490829467773,8.383898735046387,7.117290496826172,8.013688087463379,8.325898170471191,7.899314880371094,7.47528076171875,6.946836471557617
7EJ0,8.522878646850586,9.179755210876465,9.502825736999512,9.238082885742188,8.760794639587402,9.227482795715332,9.449007987976074,7.999981880187988,8.709443092346191,8.476031303405762,9.457082748413086
7EJ8,7.387216091156006,8.193249702453613,9.713386535644531,8.753325462341309,8.091987609863281,9.083510398864746,7.707233905792236,10.171924591064453,7.359246253967285,8.532864570617676,9.333303451538086
7EJK,8.698969841003418,9.78929328918457,7.98289155960083,9.102156639099121,8.552706718444824,7.510219573974609,8.619158744812012,8.573121070861816,7.209100723266602,9.697705268859863,9.038487434387207
7EW2,6.782516002655029,7.448340892791748,8.58349895477295,8.41841983795166,9.173822402954102,9.448505401611328,8.870423316955566,9.300047874450684,7.623727798461914,8.406521797180176,7.900208473205566
7EW3,6.259637355804443,7.309751033782959,6.6466569900512695,7.334857940673828,6.941734313964844,7.119515895843506,6.458747386932373,7.037596702575684,7.4087347984313965,6.618550777435303,6.91917610168457
7F58,9.0,9.049286842346191,8.344145774841309,8.33252239227295,9.255166053771973,8.015992164611816,7.7634992599487305,8.144752502441406,7.390078544616699,7.838930130004883,8.065422058105469
7JVR,7.331614017486572,7.836814880371094,9.034857749938965,8.521470069885254,8.203763008117676,9.51492977142334,8.282561302185059,7.898193359375,8.406462669372559,8.359868049621582,7.303206443786621
7KQJ,7.688246250152588,9.471193313598633,9.183018684387207,9.817995071411133,8.648686408996582,8.735189437866211,7.975151062011719,8.278421401977539,7.815672874450684,7.616217613220215,8.657015800476074
7L11,8.142667770385742,8.876717567443848,7.657569885253906,8.302361488342285,7.656008243560791,8.492562294006348,8.748610496520996,8.803338050842285,9.144330024719238,7.69460391998291,8.462197303771973
7L14,8.221848487854004,7.526142597198486,6.170469284057617,5.590231895446777,6.762889862060547,6.08103084564209,5.410197734832764,5.582198619842529,6.950186729431152,6.363085746765137,5.400958061218262
7L5O,4.802719593048096,4.633452415466309,5.129090309143066,3.662694215774536,5.52729606628418,4.198223114013672,4.68679141998291,4.167464256286621,4.881761074066162,4.006137371063232,4.405986309051514
7LBR,8.221848487854004,5.8788652420043945,6.7989397048950195,6.219775199890137,6.638229846954346,5.819207668304443,6.57644510269165,6.414896488189697,7.35823392868042,6.673357009887695,8.156567573547363
7LBS,8.443697929382324,7.778463363647461,6.29389762878418,8.120705604553223,6.379788398742676,7.533716201782227,6.547140121459961,6.5295515060424805,6.4699506759643555,6.917290687561035,7.909197807312012
7LLF,9.397939682006836,7.107799530029297,4.697694301605225,6.180507183074951,5.273118495941162,6.791933059692383,7.140459060668945,6.813725471496582,6.989551067352295,6.4033966064453125,6.160575866699219
7LLZ,8.698969841003418,7.37193489074707,5.625185012817383,6.7981438636779785,6.314767360687256,7.7235107421875,6.479211807250977,6.949575901031494,6.688473701477051,7.918834686279297,7.50889778137207
7LMF,8.09691047668457,8.030901908874512,7.760218143463135,8.102110862731934,7.758326530456543,9.705713272094727,7.655211448669434,8.562066078186035,8.179643630981445,6.974370956420898,8.237709999084473
7LOS,7.767004013061523,7.412008285522461,7.4324774742126465,7.099547386169434,5.981184959411621,6.469264030456543,7.084566593170166,6.94964599609375,6.480090618133545,7.4716949462890625,8.085306167602539
7LTN,7.221848964691162,6.040792942047119,5.124823570251465,6.62135124206543,6.034864902496338,5.994946002960205,6.088833332061768,5.252806663513184,6.180462837219238,5.850584983825684,6.058250904083252
7LTZ,5.896196365356445,4.58580207824707,5.617513179779053,5.2567901611328125,6.662585258483887,6.485859394073486,6.202900409698486,6.828163146972656,6.122409820556641,6.186584949493408,6.071198463439941
7M8M,8.115771293640137,8.788681983947754,8.945775032043457,10.315796852111816,9.635977745056152,8.273268699645996,7.985774993896484,10.057433128356934,8.008587837219238,8.932158470153809,9.321664810180664
7M8P,9.61618423461914,6.815744876861572,9.01840877532959,9.730257987976074,10.469636917114258,10.923388481140137,9.581612586975098,8.62837028503418,8.527867317199707,9.30623722076416,8.365735054016113
7M91,7.970616340637207,7.720199108123779,8.446182250976562,8.102962493896484,8.183246612548828,8.984993934631348,10.259325981140137,9.68382740020752,7.820359230041504,7.009634971618652,8.40480899810791
7MU5,8.013228416442871,6.283573150634766,7.1218061447143555,6.793661594390869,5.600043296813965,7.237719535827637,5.534430503845215,6.092230319976807,5.591320991516113,5.9576873779296875,7.002994060516357
7N44,6.853871822357178,6.566831588745117,6.3956298828125,7.935474395751953,7.091827869415283,7.6842498779296875,7.6077561378479,6.547028064727783,5.990139961242676,5.907289505004883,6.992579460144043
7N4S,6.7695512771606445,6.934595108032227,7.084596633911133,6.955071926116943,7.685014724731445,6.566032409667969,8.388890266418457,6.548287391662598,6.888395309448242,7.180537223815918,7.212704658508301
7NA2,6.92081880569458,7.192611217498779,9.578252792358398,6.219926834106445,7.10414981842041,6.854795455932617,6.6921186447143555,6.083006858825684,4.955455303192139,6.6850385665893555,7.269961833953857
7NA3,7.602059841156006,6.176614284515381,4.62760066986084,7.135488033294678,6.567756652832031,5.967382907867432,6.224891662597656,5.07213020324707,8.700525283813477,7.791586399078369,5.16862154006958
7NA4,7.376750946044922,5.85711145401001,7.854891777038574,7.367941856384277,6.785496711730957,6.456114768981934,6.2606120109558105,6.914096832275391,7.358434677124023,7.137768745422363,7.386239528656006
7OFK,7.552842140197754,6.367003440856934,8.59158706665039,7.040643215179443,7.755620956420898,7.666323661804199,9.271666526794434,8.54955005645752,6.632081031799316,8.515694618225098,7.455090522766113
7OTY,7.187086582183838,6.72346305847168,5.158816814422607,4.7324323654174805,4.532096862792969,5.200630187988281,5.691634178161621,5.268521308898926,5.392307281494141,4.857957363128662,5.131170272827148
7PRX,6.801342964172363,7.134220600128174,7.1323981285095215,6.857290267944336,6.837378978729248,7.266537189483643,6.588040351867676,6.494107246398926,5.805617809295654,7.245635986328125,6.109266757965088
7QNE,5.92081880569458,5.705821990966797,4.958221912384033,5.468506813049316,5.9808349609375,4.853147506713867,5.8182759284973145,5.794870376586914,4.762462139129639,4.947566509246826,5.483222961425781
7QQ6,6.137868404388428,5.711764335632324,5.035552024841309,5.515771389007568,5.931497573852539,5.557903289794922,5.778173923492432,5.536208152770996,5.534125328063965,6.333414077758789,4.9062347412109375
7RJE,6.429457187652588,5.785277843475342,4.612699031829834,5.421092987060547,7.329714775085449,5.451359748840332,5.779184818267822,7.549834251403809,5.66641902923584,5.797835350036621,7.067432403564453
7RN1,5.978810787200928,6.076685428619385,5.812774658203125,7.062607288360596,5.950506687164307,5.416622638702393,6.6581501960754395,5.012179374694824,5.383986949920654,5.745578765869141,5.510321140289307
7S3K,6.431798458099365,5.264134883880615,3.9545211791992188,5.477372169494629,4.166575908660889,5.183980464935303,4.461671829223633,6.176255226135254,4.600292682647705,5.020680904388428,4.694436073303223
7S3S,6.472370147705078,4.359732151031494,5.280116558074951,5.876443862915039,5.620928764343262,5.836053371429443,5.161145210266113,5.000899314880371,5.625106334686279,5.272453308105469,4.94851541519165
7SHV,6.946921348571777,5.466026782989502,6.094710826873779,5.501310348510742,6.138304710388184,5.717723846435547,4.480096817016602,5.291041374206543,5.195324897766113,6.5809221267700195,5.362423896789551
7SLV,6.7695512771606445,5.512065887451172,7.074085712432861,6.052243232727051,8.216412544250488,7.009647846221924,7.512853145599365,8.67442798614502,7.716231346130371,6.616513252258301,5.523415565490723
7SLX,6.863279342651367,5.234419822692871,7.048783302307129,6.250693321228027,7.136754512786865,5.158840179443359,6.582610130310059,6.598787307739258,6.747230529785156,5.089534759521484,6.784418106079102
7SLY,7.208309173583984,5.467248916625977,5.717111587524414,5.390971660614014,6.083401203155518,6.441981792449951,6.049119472503662,7.871248245239258,5.959508895874023,4.787400245666504,6.590311050415039
7T6B,7.3565473556518555,6.495108127593994,7.53741979598999,7.3674445152282715,7.228292465209961,7.092397689819336,7.961140155792236,6.936601161956787,6.979487419128418,6.63880729675293,8.285723686218262
7T6S,7.865504264831543,7.649174690246582,7.9949517250061035,6.618003845214844,7.199124813079834,7.740201950073242,8.070556640625,7.542532920837402,7.421433925628662,7.264334678649902,7.357972621917725
7TEK,8.12493896484375,6.919703483581543,6.712501525878906,6.273500442504883,6.148416519165039,7.212372303009033,7.9117279052734375,6.864894866943359,6.589076995849609,6.366601943969727,4.986174583435059
7VSI,7.552842140197754,5.037445545196533,5.8323588371276855,5.602312088012695,5.732719898223877,6.209132194519043,6.508971214294434,5.932966232299805,5.874258041381836,6.120378494262695,6.315691947937012
7VVP,6.296708583831787,8.88662338256836,8.184867858886719,8.376282691955566,8.890538215637207,7.821331977844238,8.703951835632324,8.596427917480469,8.878586769104004,8.287074089050293,8.200153350830078
7X2C,9.039528846740723,9.043368339538574,7.952645301818848,7.081323623657227,7.86317777633667,6.960893154144287,9.458365440368652,7.749934673309326,5.509176254272461,7.809910774230957,8.601414680480957
7X2D,8.259636878967285,7.71265983581543,8.981327056884766,8.148998260498047,6.988650321960449,8.305840492248535,7.239198684692383,7.1385393142700195,8.518847465515137,8.212910652160645,8.354180335998535
7XR6,7.92081880569458,8.546889305114746,8.36276912689209,7.00009298324585,8.332301139831543,7.101904392242432,8.87047290802002,8.269722938537598,8.683247566223145,8.940353393554688,10.239665031433105
7XTB,9.0,6.170344352722168,5.854869842529297,6.5812482833862305,7.207587242126465,7.104558944702148,7.068609237670898,6.376012802124023,6.689460754394531,6.546661853790283,6.307952880859375
7Y5T,8.160521507263184,8.519660949707031,8.28203296661377,8.920747756958008,7.697558879852295,8.7984619140625,7.203498840332031,8.97947883605957,7.94234037399292,8.564785957336426,8.298375129699707
7YGQ,8.229147911071777,6.337836265563965,7.062912464141846,6.342540740966797,7.062311172485352,6.610391616821289,6.570183277130127,5.932034015655518,5.719845771789551,5.44538688659668,6.0219879150390625
8DD2,8.74472713470459,8.212618827819824,7.664102554321289,8.501835823059082,8.776581764221191,8.286589622497559,6.624904632568359,9.06007194519043,7.702607154846191,9.863526344299316,7.926737308502197
8DD3,8.522878646850586,7.796085357666016,8.441081047058105,7.907395839691162,7.75562858581543,8.118913650512695,8.410529136657715,7.168736934661865,7.699066162109375,6.949795722961426,8.194223403930664
8DOF,8.06854248046875,8.54770278930664,8.864468574523926,9.136813163757324,8.17885971069336,9.863123893737793,7.483813285827637,9.31092357635498,7.314810752868652,8.730565071105957,10.189497947692871
