PDBID,Y,Y_mean,Y_var
6VNE,7.428757190704346,7.4920125007629395,0.9111089110374451
6WTN,8.026410102844238,6.882740020751953,1.1364831924438477
6X0T,7.499626159667969,7.747732639312744,1.4248473644256592
6ZY5,8.30980396270752,8.121278762817383,0.9359648823738098
7B91,7.534616947174072,7.546085834503174,1.0159008502960205
7CA8,7.972650527954102,6.278405666351318,1.8226454257965088
7CKY,8.26280689239502,7.82096529006958,1.1976726055145264
7CMU,7.562566757202148,5.01415491104126,0.7639762759208679
7CMV,7.317854881286621,8.154717445373535,1.3503412008285522
7CX2,6.275723934173584,6.891843795776367,0.9110820293426514
7DFL,7.408935546875,8.212126731872559,0.9613663554191589
7DMC,7.732828140258789,6.410036087036133,0.7490329146385193
7EJ0,8.522878646850586,8.129018783569336,0.8478901386260986
7EJ8,7.387216091156006,8.74909496307373,2.1066739559173584
7EJK,8.698969841003418,7.529322147369385,0.6540989279747009
7EW2,6.782516002655029,6.419998645782471,0.8951002359390259
7EW3,6.259637355804443,4.931899547576904,1.19038724899292
7F58,9.0,8.938387870788574,0.604704737663269
7JVR,7.331614017486572,8.646821022033691,0.3390692174434662
7KQJ,7.688246250152588,7.9983625411987305,0.46986931562423706
7L11,8.142667770385742,7.003471851348877,1.1663321256637573
7L14,8.221848487854004,4.845136642456055,1.1328673362731934
7L5O,4.802719593048096,4.965824604034424,1.1393048763275146
7LBR,8.221848487854004,6.711159706115723,1.2090529203414917
7LBS,8.443697929382324,5.2697834968566895,2.0628163814544678
7LLF,9.397939682006836,4.519903659820557,1.878499150276184
7LLZ,8.698969841003418,7.410539150238037,0.8252183198928833
7LMF,8.09691047668457,7.677408218383789,0.6982048749923706
7LOS,7.767004013061523,7.907800197601318,0.862623393535614
7LTN,7.221848964691162,5.21214485168457,0.5313946604728699
7LTZ,5.896196365356445,6.664695739746094,0.7579340934753418
7M8M,8.115771293640137,8.23873233795166,0.7538674473762512
7M8P,9.61618423461914,8.51272201538086,0.8823075890541077
7M91,7.970616340637207,7.560354709625244,0.4586217701435089
7MU5,8.013228416442871,5.887903690338135,0.37413498759269714
7N44,6.853871822357178,6.874906063079834,0.3919030427932739
7N4S,6.7695512771606445,8.308259010314941,0.8413231372833252
7NA2,6.92081880569458,5.927055358886719,1.0422203540802002
7NA3,7.602059841156006,5.150198459625244,0.6555830240249634
7NA4,7.376750946044922,7.395076274871826,0.8425063490867615
7OFK,7.552842140197754,8.62021255493164,0.3884945511817932
7OTY,7.187086582183838,5.841214656829834,1.151164174079895
7PRX,6.801342964172363,6.507663249969482,0.9529100060462952
7QNE,5.92081880569458,7.343019008636475,0.4887850880622864
7QQ6,6.137868404388428,5.884213924407959,0.4486153721809387
7RJE,6.429457187652588,6.314663410186768,0.33076024055480957
7RN1,5.978810787200928,4.325500965118408,1.891564130783081
7S3K,6.431798458099365,5.831177711486816,0.7746093273162842
7S3S,6.472370147705078,6.095647811889648,1.0775011777877808
7SHV,6.946921348571777,5.41579532623291,1.0316715240478516
7SLV,6.7695512771606445,5.935007572174072,0.6443957686424255
7SLX,6.863279342651367,6.321082592010498,4.752866744995117
7SLY,7.208309173583984,5.187406063079834,1.7889490127563477
7T6B,7.3565473556518555,6.531582355499268,1.5110450983047485
7T6S,7.865504264831543,6.98475980758667,0.8170628547668457
7TEK,8.12493896484375,7.090770244598389,1.2457025051116943
7VSI,7.552842140197754,6.418454170227051,3.841336965560913
7VVP,6.296708583831787,7.680863857269287,0.936678409576416
7X2C,9.039528846740723,9.047201156616211,1.2150064706802368
7X2D,8.259636878967285,6.108436107635498,3.4050185680389404
7XR6,7.92081880569458,8.460578918457031,0.9230377078056335
7XTB,9.0,7.588564872741699,2.6933040618896484
7Y5T,8.160521507263184,10.003498077392578,1.6092498302459717
7YGQ,8.229147911071777,5.322086811065674,1.642288327217102
8DD2,8.74472713470459,6.84222412109375,0.9603427052497864
8DD3,8.522878646850586,6.569310188293457,1.2476897239685059
8DOF,8.06854248046875,7.504831790924072,1.532436728477478
